Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2015/16,LocalAuthority,E10000018,508,Leicestershire,FAE_Primary_Obesity,Female,18
2015/16,LocalAuthority,E10000019,503,Lincolnshire,FAE_Primary_Obesity,Female,24
2015/16,LocalAuthority,E10000020,607,Norfolk,FAE_Primary_Obesity,Female,67
2015/16,LocalAuthority,E10000021,504,Northamptonshire,FAE_Primary_Obesity,Female,76
2015/16,LocalAuthority,E10000023,218,North Yorkshire,FAE_Primary_Obesity,Female,63
2015/16,LocalAuthority,E10000024,511,Nottinghamshire,FAE_Primary_Obesity,Female,33
2015/16,LocalAuthority,E10000025,608,Oxfordshire,FAE_Primary_Obesity,Female,59
2015/16,LocalAuthority,E10000027,905,Somerset,FAE_Primary_Obesity,Female,45
2015/16,LocalAuthority,E10000028,413,Staffordshire,FAE_Primary_Obesity,Female,141
2015/16,LocalAuthority,E10000029,609,Suffolk,FAE_Primary_Obesity,Female,47
2015/16,LocalAuthority,E10000030,805,Surrey,FAE_Primary_Obesity,Female,122
2015/16,LocalAuthority,E10000031,404,Warwickshire,FAE_Primary_Obesity,Female,75
2015/16,LocalAuthority,E10000032,807,West Sussex,FAE_Primary_Obesity,Female,93
2015/16,LocalAuthority,E10000034,416,Worcestershire,FAE_Primary_Obesity,Female,81
2015/16,National,E92000001,,England,FAE_Primary_Obesity,Male,"2,573"
2015/16,Region,E12000001,A,North East,FAE_Primary_Obesity,Male,401
2015/16,Region,E12000002,B,North West,FAE_Primary_Obesity,Male,288
2015/16,Region,E12000003,D,Yorkshire and the Humber,FAE_Primary_Obesity,Male,168
2015/16,Region,E12000004,E,East Midlands,FAE_Primary_Obesity,Male,94
2015/16,Region,E12000005,F,West Midlands,FAE_Primary_Obesity,Male,384
2015/16,Region,E12000006,G,East of England,FAE_Primary_Obesity,Male,197
2015/16,Region,E12000007,H,London,FAE_Primary_Obesity,Male,511
2015/16,Region,E12000008,J,South East,FAE_Primary_Obesity,Male,346
2015/16,Region,E12000009,K,South West,FAE_Primary_Obesity,Male,184
2015/16,LocalAuthority,E06000001,111,Hartlepool,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E06000002,112,Middlesbrough,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E06000003,113,Redcar and Cleveland,FAE_Primary_Obesity,Male,9
2015/16,LocalAuthority,E06000004,114,Stockton-on-Tees,FAE_Primary_Obesity,Male,27
2015/16,LocalAuthority,E06000005,117,Darlington,FAE_Primary_Obesity,Male,9
2015/16,LocalAuthority,E06000006,321,Halton,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000007,322,Warrington,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000008,324,Blackburn with Darwen,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E06000009,325,Blackpool,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000010,215,"Kingston upon Hull, City of",FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E06000011,214,East Riding of Yorkshire,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000012,216,North East Lincolnshire,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E06000013,217,North Lincolnshire,FAE_Primary_Obesity,Male,11
2015/16,LocalAuthority,E06000014,219,York,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000015,507,Derby,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000016,509,Leicester,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E06000017,510,Rutland                                                                         ,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000018,512,Nottingham,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E06000019,415,"Herefordshire, County of",FAE_Primary_Obesity,Male,11
2015/16,LocalAuthority,E06000020,418,Telford and Wrekin,FAE_Primary_Obesity,Male,32
2015/16,LocalAuthority,E06000021,414,Stoke-on-Trent,FAE_Primary_Obesity,Male,47
2015/16,LocalAuthority,E06000022,908,Bath and North East Somerset,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000023,909,"Bristol, City of",FAE_Primary_Obesity,Male,19
2015/16,LocalAuthority,E06000024,910,North Somerset,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000025,911,South Gloucestershire,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E06000026,913,Plymouth,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E06000027,914,Torbay,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000028,810,Bournemouth,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E06000029,811,Poole,FAE_Primary_Obesity,Male,7
2015/16,LocalAuthority,E06000030,819,Swindon,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000031,624,Peterborough,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E06000032,611,Luton,FAE_Primary_Obesity,Male,23
2015/16,LocalAuthority,E06000033,621,Southend-on-Sea,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000034,622,Thurrock,FAE_Primary_Obesity,Male,7
2015/16,LocalAuthority,E06000035,821,Medway,FAE_Primary_Obesity,Male,28
2015/16,LocalAuthority,E06000036,614,Bracknell Forest,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000037,615,West Berkshire,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E06000038,616,Reading,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000039,617,Slough,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000040,618,Windsor and Maidenhead,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000041,619,Wokingham,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000042,613,Milton Keynes,FAE_Primary_Obesity,Male,7
2015/16,LocalAuthority,E06000043,816,Brighton and Hove,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E06000044,813,Portsmouth,FAE_Primary_Obesity,Male,17
2015/16,LocalAuthority,E06000045,814,Southampton,FAE_Primary_Obesity,Male,12
2015/16,LocalAuthority,E06000046,803,Isle of Wight,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000047,116,County Durham,FAE_Primary_Obesity,Male,118
2015/16,LocalAuthority,E06000049,326,Cheshire East,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E06000050,327,Cheshire West and Chester,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E06000051,417,Shropshire,FAE_Primary_Obesity,Male,21
2015/16,LocalAuthority,E06000052,902,Cornwall,FAE_Primary_Obesity,Male,32
2015/16,LocalAuthority,E06000053,906,Isles of Scilly,FAE_Primary_Obesity,Male,0
2015/16,LocalAuthority,E06000054,817,Wiltshire,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E06000055,625,Bedford,FAE_Primary_Obesity,Male,7
2015/16,LocalAuthority,E06000056,626,Central Bedfordshire,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E06000057,104,Northumberland,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E08000001,304,Bolton,FAE_Primary_Obesity,Male,21
2015/16,LocalAuthority,E08000002,305,Bury,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E08000003,306,Manchester,FAE_Primary_Obesity,Male,35
2015/16,LocalAuthority,E08000004,307,Oldham,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E08000005,308,Rochdale,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E08000006,309,Salford,FAE_Primary_Obesity,Male,11
2015/16,LocalAuthority,E08000007,310,Stockport,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000008,311,Tameside,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E08000009,312,Trafford,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000010,313,Wigan,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000011,315,Knowsley,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000012,316,Liverpool,FAE_Primary_Obesity,Male,19
2015/16,LocalAuthority,E08000013,318,St. Helens,FAE_Primary_Obesity,Male,11
2015/16,LocalAuthority,E08000014,317,Sefton,FAE_Primary_Obesity,Male,12
2015/16,LocalAuthority,E08000015,319,Wirral,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E08000016,204,Barnsley,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E08000017,205,Doncaster,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000018,206,Rotherham,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E08000019,207,Sheffield,FAE_Primary_Obesity,Male,22
2015/16,LocalAuthority,E08000021,107,Newcastle upon Tyne,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E08000022,108,North Tyneside,FAE_Primary_Obesity,Male,26
2015/16,LocalAuthority,E08000023,109,South Tyneside,FAE_Primary_Obesity,Male,38
2015/16,LocalAuthority,E08000024,110,Sunderland,FAE_Primary_Obesity,Male,80
2015/16,LocalAuthority,E08000025,406,Birmingham,FAE_Primary_Obesity,Male,83
2015/16,LocalAuthority,E08000026,407,Coventry,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E08000027,408,Dudley,FAE_Primary_Obesity,Male,9
2015/16,LocalAuthority,E08000028,409,Sandwell,FAE_Primary_Obesity,Male,32
2015/16,LocalAuthority,E08000029,410,Solihull,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E08000030,411,Walsall,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E08000031,412,Wolverhampton,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E08000032,209,Bradford,FAE_Primary_Obesity,Male,31
2015/16,LocalAuthority,E08000033,210,Calderdale,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E08000034,211,Kirklees,FAE_Primary_Obesity,Male,9
2015/16,LocalAuthority,E08000035,212,Leeds,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E08000036,213,Wakefield,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E08000037,106,Gateshead,FAE_Primary_Obesity,Male,41
2015/16,LocalAuthority,E09000001,714,City of London,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E09000002,716,Barking and Dagenham,FAE_Primary_Obesity,Male,9
2015/16,LocalAuthority,E09000003,717,Barnet,FAE_Primary_Obesity,Male,23
2015/16,LocalAuthority,E09000004,718,Bexley,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E09000005,719,Brent,FAE_Primary_Obesity,Male,17
2015/16,LocalAuthority,E09000006,720,Bromley,FAE_Primary_Obesity,Male,18
2015/16,LocalAuthority,E09000007,702,Camden,FAE_Primary_Obesity,Male,12
2015/16,LocalAuthority,E09000008,721,Croydon,FAE_Primary_Obesity,Male,15
2015/16,LocalAuthority,E09000009,722,Ealing,FAE_Primary_Obesity,Male,27
2015/16,LocalAuthority,E09000010,723,Enfield,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E09000011,703,Greenwich,FAE_Primary_Obesity,Male,25
2015/16,LocalAuthority,E09000012,704,Hackney,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E09000013,705,Hammersmith and Fulham,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E09000014,724,Haringey,FAE_Primary_Obesity,Male,17
2015/16,LocalAuthority,E09000015,725,Harrow,FAE_Primary_Obesity,Male,15
2015/16,LocalAuthority,E09000016,726,Havering,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E09000017,727,Hillingdon,FAE_Primary_Obesity,Male,25
2015/16,LocalAuthority,E09000018,728,Hounslow,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E09000019,706,Islington,FAE_Primary_Obesity,Male,15
2015/16,LocalAuthority,E09000020,707,Kensington and Chelsea,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E09000021,729,Kingston upon Thames,FAE_Primary_Obesity,Male,*
2015/16,LocalAuthority,E09000022,708,Lambeth,FAE_Primary_Obesity,Male,33
2015/16,LocalAuthority,E09000023,709,Lewisham,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E09000024,730,Merton,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E09000025,731,Newham,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E09000026,732,Redbridge,FAE_Primary_Obesity,Male,8
2015/16,LocalAuthority,E09000027,733,Richmond upon Thames,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E09000028,710,Southwark,FAE_Primary_Obesity,Male,32
2015/16,LocalAuthority,E09000029,734,Sutton,FAE_Primary_Obesity,Male,11
2015/16,LocalAuthority,E09000030,711,Tower Hamlets,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E09000031,735,Waltham Forest,FAE_Primary_Obesity,Male,17
2015/16,LocalAuthority,E09000032,712,Wandsworth,FAE_Primary_Obesity,Male,16
2015/16,LocalAuthority,E09000033,713,Westminster,FAE_Primary_Obesity,Male,24
2015/16,LocalAuthority,E10000002,612,Buckinghamshire,FAE_Primary_Obesity,Male,12
2015/16,LocalAuthority,E10000003,623,Cambridgeshire,FAE_Primary_Obesity,Male,15
2015/16,LocalAuthority,E10000006,102,Cumbria,FAE_Primary_Obesity,Male,25
2015/16,LocalAuthority,E10000007,506,Derbyshire,FAE_Primary_Obesity,Male,18
2015/16,LocalAuthority,E10000008,912,Devon,FAE_Primary_Obesity,Male,22
2015/16,LocalAuthority,E10000009,809,Dorset,FAE_Primary_Obesity,Male,13
2015/16,LocalAuthority,E10000011,815,East Sussex,FAE_Primary_Obesity,Male,22
2015/16,LocalAuthority,E10000012,620,Essex,FAE_Primary_Obesity,Male,35
2015/16,LocalAuthority,E10000013,904,Gloucestershire,FAE_Primary_Obesity,Male,6
2015/16,LocalAuthority,E10000014,812,Hampshire,FAE_Primary_Obesity,Male,42
2015/16,LocalAuthority,E10000015,606,Hertfordshire,FAE_Primary_Obesity,Male,42
2015/16,LocalAuthority,E10000016,820,Kent,FAE_Primary_Obesity,Male,75
2015/16,LocalAuthority,E10000017,323,Lancashire,FAE_Primary_Obesity,Male,37
2015/16,LocalAuthority,E10000018,508,Leicestershire,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E10000019,503,Lincolnshire,FAE_Primary_Obesity,Male,14
2015/16,LocalAuthority,E10000020,607,Norfolk,FAE_Primary_Obesity,Male,28
2015/16,LocalAuthority,E10000021,504,Northamptonshire,FAE_Primary_Obesity,Male,19
2015/16,LocalAuthority,E10000023,218,North Yorkshire,FAE_Primary_Obesity,Male,23
2015/16,LocalAuthority,E10000024,511,Nottinghamshire,FAE_Primary_Obesity,Male,10
2015/16,LocalAuthority,E10000025,608,Oxfordshire,FAE_Primary_Obesity,Male,23
2015/16,LocalAuthority,E10000027,905,Somerset,FAE_Primary_Obesity,Male,24
2015/16,LocalAuthority,E10000028,413,Staffordshire,FAE_Primary_Obesity,Male,48
2015/16,LocalAuthority,E10000029,609,Suffolk,FAE_Primary_Obesity,Male,22
2015/16,LocalAuthority,E10000030,805,Surrey,FAE_Primary_Obesity,Male,47
2015/16,LocalAuthority,E10000031,404,Warwickshire,FAE_Primary_Obesity,Male,24
2015/16,LocalAuthority,E10000032,807,West Sussex,FAE_Primary_Obesity,Male,28
2015/16,LocalAuthority,E10000034,416,Worcestershire,FAE_Primary_Obesity,Male,26
2015/16,National,E92000001,,England,FAE_PrimarySecondary_Obesity,All persons,"524,725"
2015/16,Region,E12000001,A,North East,FAE_PrimarySecondary_Obesity,All persons,"20,188"
2015/16,Region,E12000002,B,North West,FAE_PrimarySecondary_Obesity,All persons,"78,248"
2015/16,Region,E12000003,D,Yorkshire and the Humber,FAE_PrimarySecondary_Obesity,All persons,"58,312"
2015/16,Region,E12000004,E,East Midlands,FAE_PrimarySecondary_Obesity,All persons,"49,582"
2015/16,Region,E12000005,F,West Midlands,FAE_PrimarySecondary_Obesity,All persons,"76,743"
2015/16,Region,E12000006,G,East of England,FAE_PrimarySecondary_Obesity,All persons,"49,786"
2015/16,Region,E12000007,H,London,FAE_PrimarySecondary_Obesity,All persons,"53,267"
2015/16,Region,E12000008,J,South East,FAE_PrimarySecondary_Obesity,All persons,"71,183"
2015/16,Region,E12000009,K,South West,FAE_PrimarySecondary_Obesity,All persons,"67,289"
2015/16,LocalAuthority,E06000001,111,Hartlepool,FAE_PrimarySecondary_Obesity,All persons,554
2015/16,LocalAuthority,E06000002,112,Middlesbrough,FAE_PrimarySecondary_Obesity,All persons,829
2015/16,LocalAuthority,E06000003,113,Redcar and Cleveland,FAE_PrimarySecondary_Obesity,All persons,740
2015/16,LocalAuthority,E06000004,114,Stockton-on-Tees,FAE_PrimarySecondary_Obesity,All persons,"1,030"
2015/16,LocalAuthority,E06000005,117,Darlington,FAE_PrimarySecondary_Obesity,All persons,649
2015/16,LocalAuthority,E06000006,321,Halton,FAE_PrimarySecondary_Obesity,All persons,"1,465"
2015/16,LocalAuthority,E06000007,322,Warrington,FAE_PrimarySecondary_Obesity,All persons,"1,400"
2015/16,LocalAuthority,E06000008,324,Blackburn with Darwen,FAE_PrimarySecondary_Obesity,All persons,"2,287"
2015/16,LocalAuthority,E06000009,325,Blackpool,FAE_PrimarySecondary_Obesity,All persons,"1,015"
2015/16,LocalAuthority,E06000010,215,"Kingston upon Hull, City of",FAE_PrimarySecondary_Obesity,All persons,"1,390"
2015/16,LocalAuthority,E06000011,214,East Riding of Yorkshire,FAE_PrimarySecondary_Obesity,All persons,"2,433"
2015/16,LocalAuthority,E06000012,216,North East Lincolnshire,FAE_PrimarySecondary_Obesity,All persons,"2,215"
2015/16,LocalAuthority,E06000013,217,North Lincolnshire,FAE_PrimarySecondary_Obesity,All persons,"1,047"
2015/16,LocalAuthority,E06000014,219,York,FAE_PrimarySecondary_Obesity,All persons,"2,709"
2015/16,LocalAuthority,E06000015,507,Derby,FAE_PrimarySecondary_Obesity,All persons,"3,341"
2015/16,LocalAuthority,E06000016,509,Leicester,FAE_PrimarySecondary_Obesity,All persons,"2,031"
2015/16,LocalAuthority,E06000017,510,Rutland                                                                         ,FAE_PrimarySecondary_Obesity,All persons,152
2015/16,LocalAuthority,E06000018,512,Nottingham,FAE_PrimarySecondary_Obesity,All persons,"5,018"
2015/16,LocalAuthority,E06000019,415,"Herefordshire, County of",FAE_PrimarySecondary_Obesity,All persons,"1,530"
2015/16,LocalAuthority,E06000020,418,Telford and Wrekin,FAE_PrimarySecondary_Obesity,All persons,"1,873"
2015/16,LocalAuthority,E06000021,414,Stoke-on-Trent,FAE_PrimarySecondary_Obesity,All persons,"3,120"
2015/16,LocalAuthority,E06000022,908,Bath and North East Somerset,FAE_PrimarySecondary_Obesity,All persons,"1,777"
2015/16,LocalAuthority,E06000023,909,"Bristol, City of",FAE_PrimarySecondary_Obesity,All persons,"7,614"
2015/16,LocalAuthority,E06000024,910,North Somerset,FAE_PrimarySecondary_Obesity,All persons,"2,548"
2015/16,LocalAuthority,E06000025,911,South Gloucestershire,FAE_PrimarySecondary_Obesity,All persons,"3,742"
2015/16,LocalAuthority,E06000026,913,Plymouth,FAE_PrimarySecondary_Obesity,All persons,"2,419"
2015/16,LocalAuthority,E06000027,914,Torbay,FAE_PrimarySecondary_Obesity,All persons,"2,920"
2015/16,LocalAuthority,E06000028,810,Bournemouth,FAE_PrimarySecondary_Obesity,All persons,"3,450"
2015/16,LocalAuthority,E06000029,811,Poole,FAE_PrimarySecondary_Obesity,All persons,"2,163"
2015/16,LocalAuthority,E06000030,819,Swindon,FAE_PrimarySecondary_Obesity,All persons,"2,521"
2015/16,LocalAuthority,E06000031,624,Peterborough,FAE_PrimarySecondary_Obesity,All persons,"1,178"
2015/16,LocalAuthority,E06000032,611,Luton,FAE_PrimarySecondary_Obesity,All persons,"2,081"
2015/16,LocalAuthority,E06000033,621,Southend-on-Sea,FAE_PrimarySecondary_Obesity,All persons,585
2015/16,LocalAuthority,E06000034,622,Thurrock,FAE_PrimarySecondary_Obesity,All persons,"1,000"
2015/16,LocalAuthority,E06000035,821,Medway,FAE_PrimarySecondary_Obesity,All persons,"3,641"
2015/16,LocalAuthority,E06000036,614,Bracknell Forest,FAE_PrimarySecondary_Obesity,All persons,776
2015/16,LocalAuthority,E06000037,615,West Berkshire,FAE_PrimarySecondary_Obesity,All persons,660
2015/16,LocalAuthority,E06000038,616,Reading,FAE_PrimarySecondary_Obesity,All persons,712
2015/16,LocalAuthority,E06000039,617,Slough,FAE_PrimarySecondary_Obesity,All persons,"2,945"
2015/16,LocalAuthority,E06000040,618,Windsor and Maidenhead,FAE_PrimarySecondary_Obesity,All persons,"2,040"
2015/16,LocalAuthority,E06000041,619,Wokingham,FAE_PrimarySecondary_Obesity,All persons,598
2015/16,LocalAuthority,E06000042,613,Milton Keynes,FAE_PrimarySecondary_Obesity,All persons,"2,108"
2015/16,LocalAuthority,E06000043,816,Brighton and Hove,FAE_PrimarySecondary_Obesity,All persons,"2,093"
2015/16,LocalAuthority,E06000044,813,Portsmouth,FAE_PrimarySecondary_Obesity,All persons,"1,725"
2015/16,LocalAuthority,E06000045,814,Southampton,FAE_PrimarySecondary_Obesity,All persons,"5,667"
2015/16,LocalAuthority,E06000046,803,Isle of Wight,FAE_PrimarySecondary_Obesity,All persons,"1,941"
2015/16,LocalAuthority,E06000047,116,County Durham,FAE_PrimarySecondary_Obesity,All persons,"3,373"
2015/16,LocalAuthority,E06000049,326,Cheshire East,FAE_PrimarySecondary_Obesity,All persons,"2,827"
2015/16,LocalAuthority,E06000050,327,Cheshire West and Chester,FAE_PrimarySecondary_Obesity,All persons,"4,627"
2015/16,LocalAuthority,E06000051,417,Shropshire,FAE_PrimarySecondary_Obesity,All persons,"2,675"
2015/16,LocalAuthority,E06000052,902,Cornwall,FAE_PrimarySecondary_Obesity,All persons,"12,291"
2015/16,LocalAuthority,E06000053,906,Isles of Scilly,FAE_PrimarySecondary_Obesity,All persons,26
2015/16,LocalAuthority,E06000054,817,Wiltshire,FAE_PrimarySecondary_Obesity,All persons,"4,982"
2015/16,LocalAuthority,E06000055,625,Bedford,FAE_PrimarySecondary_Obesity,All persons,894
2015/16,LocalAuthority,E06000056,626,Central Bedfordshire,FAE_PrimarySecondary_Obesity,All persons,"1,747"
2015/16,LocalAuthority,E06000057,104,Northumberland,FAE_PrimarySecondary_Obesity,All persons,"4,179"
2015/16,LocalAuthority,E08000001,304,Bolton,FAE_PrimarySecondary_Obesity,All persons,"2,174"
2015/16,LocalAuthority,E08000002,305,Bury,FAE_PrimarySecondary_Obesity,All persons,"1,115"
2015/16,LocalAuthority,E08000003,306,Manchester,FAE_PrimarySecondary_Obesity,All persons,"4,811"
2015/16,LocalAuthority,E08000004,307,Oldham,FAE_PrimarySecondary_Obesity,All persons,"1,845"
2015/16,LocalAuthority,E08000005,308,Rochdale,FAE_PrimarySecondary_Obesity,All persons,"1,640"
2015/16,LocalAuthority,E08000006,309,Salford,FAE_PrimarySecondary_Obesity,All persons,"3,925"
2015/16,LocalAuthority,E08000007,310,Stockport,FAE_PrimarySecondary_Obesity,All persons,"4,070"
2015/16,LocalAuthority,E08000008,311,Tameside,FAE_PrimarySecondary_Obesity,All persons,"2,422"
2015/16,LocalAuthority,E08000009,312,Trafford,FAE_PrimarySecondary_Obesity,All persons,"1,418"
2015/16,LocalAuthority,E08000010,313,Wigan,FAE_PrimarySecondary_Obesity,All persons,"4,765"
2015/16,LocalAuthority,E08000011,315,Knowsley,FAE_PrimarySecondary_Obesity,All persons,"1,892"
2015/16,LocalAuthority,E08000012,316,Liverpool,FAE_PrimarySecondary_Obesity,All persons,"4,042"
2015/16,LocalAuthority,E08000013,318,St. Helens,FAE_PrimarySecondary_Obesity,All persons,"2,148"
2015/16,LocalAuthority,E08000014,317,Sefton,FAE_PrimarySecondary_Obesity,All persons,"2,966"
2015/16,LocalAuthority,E08000015,319,Wirral,FAE_PrimarySecondary_Obesity,All persons,"9,276"
2015/16,LocalAuthority,E08000016,204,Barnsley,FAE_PrimarySecondary_Obesity,All persons,"1,234"
2015/16,LocalAuthority,E08000017,205,Doncaster,FAE_PrimarySecondary_Obesity,All persons,"3,052"
2015/16,LocalAuthority,E08000018,206,Rotherham,FAE_PrimarySecondary_Obesity,All persons,"2,873"
2015/16,LocalAuthority,E08000019,207,Sheffield,FAE_PrimarySecondary_Obesity,All persons,"4,196"
2015/16,LocalAuthority,E08000021,107,Newcastle upon Tyne,FAE_PrimarySecondary_Obesity,All persons,"1,937"
2015/16,LocalAuthority,E08000022,108,North Tyneside,FAE_PrimarySecondary_Obesity,All persons,"2,658"
2015/16,LocalAuthority,E08000023,109,South Tyneside,FAE_PrimarySecondary_Obesity,All persons,712
2015/16,LocalAuthority,E08000024,110,Sunderland,FAE_PrimarySecondary_Obesity,All persons,"2,099"
2015/16,LocalAuthority,E08000025,406,Birmingham,FAE_PrimarySecondary_Obesity,All persons,"12,752"
2015/16,LocalAuthority,E08000026,407,Coventry,FAE_PrimarySecondary_Obesity,All persons,"5,593"
2015/16,LocalAuthority,E08000027,408,Dudley,FAE_PrimarySecondary_Obesity,All persons,"4,876"
2015/16,LocalAuthority,E08000028,409,Sandwell,FAE_PrimarySecondary_Obesity,All persons,"3,132"
2015/16,LocalAuthority,E08000029,410,Solihull,FAE_PrimarySecondary_Obesity,All persons,"1,939"
2015/16,LocalAuthority,E08000030,411,Walsall,FAE_PrimarySecondary_Obesity,All persons,"4,763"
2015/16,LocalAuthority,E08000031,412,Wolverhampton,FAE_PrimarySecondary_Obesity,All persons,"5,041"
2015/16,LocalAuthority,E08000032,209,Bradford,FAE_PrimarySecondary_Obesity,All persons,"9,112"
2015/16,LocalAuthority,E08000033,210,Calderdale,FAE_PrimarySecondary_Obesity,All persons,"1,605"
2015/16,LocalAuthority,E08000034,211,Kirklees,FAE_PrimarySecondary_Obesity,All persons,"4,593"
2015/16,LocalAuthority,E08000035,212,Leeds,FAE_PrimarySecondary_Obesity,All persons,"7,871"
2015/16,LocalAuthority,E08000036,213,Wakefield,FAE_PrimarySecondary_Obesity,All persons,"6,816"
2015/16,LocalAuthority,E08000037,106,Gateshead,FAE_PrimarySecondary_Obesity,All persons,"1,428"
2015/16,LocalAuthority,E09000001,714,City of London,FAE_PrimarySecondary_Obesity,All persons,26
2015/16,LocalAuthority,E09000002,716,Barking and Dagenham,FAE_PrimarySecondary_Obesity,All persons,"1,365"
2015/16,LocalAuthority,E09000003,717,Barnet,FAE_PrimarySecondary_Obesity,All persons,"1,639"
2015/16,LocalAuthority,E09000004,718,Bexley,FAE_PrimarySecondary_Obesity,All persons,"1,805"
2015/16,LocalAuthority,E09000005,719,Brent,FAE_PrimarySecondary_Obesity,All persons,"3,299"
2015/16,LocalAuthority,E09000006,720,Bromley,FAE_PrimarySecondary_Obesity,All persons,"1,517"
2015/16,LocalAuthority,E09000007,702,Camden,FAE_PrimarySecondary_Obesity,All persons,804
2015/16,LocalAuthority,E09000008,721,Croydon,FAE_PrimarySecondary_Obesity,All persons,"2,525"
2015/16,LocalAuthority,E09000009,722,Ealing,FAE_PrimarySecondary_Obesity,All persons,"2,929"
2015/16,LocalAuthority,E09000010,723,Enfield,FAE_PrimarySecondary_Obesity,All persons,"2,455"
2015/16,LocalAuthority,E09000011,703,Greenwich,FAE_PrimarySecondary_Obesity,All persons,"1,627"
2015/16,LocalAuthority,E09000012,704,Hackney,FAE_PrimarySecondary_Obesity,All persons,"2,957"
2015/16,LocalAuthority,E09000013,705,Hammersmith and Fulham,FAE_PrimarySecondary_Obesity,All persons,959
